sampleid,project,Plate_ID,Well_ID,samplename,Demultiplex_ID,Index_set,region,sp_abbrev
PvCF_D6_05_TR3,CorrectionBiasPvDiet,MiFish_2,C11,PvCF_D6_05_TR3,PvCF_D6_05_TR3,B,ControlFeeding,Pv
TM_C11,CorrectionBiasPvDiet,MiFish_3,C11,TM_02_3SpinStick,TM_C11,C,TissueMix,3SpinStick
TM_01_SurfSmel,CorrectionBiasPvDiet,MiFish_4,C11,TM_01_SurfSmel,TM_01_SurfSmel,D,TissueMix,SurfSmel
PvCF_D3_09_TR1,CorrectionBiasPvDiet,Prey18S_1,C11,PvCF_D3_09_TR1,PvCF_D3_09_TR1,A,ControlFeeding,Pv
PvCF_D6_05_TR3,CorrectionBiasPvDiet,Prey18S_2,C11,PvCF_D6_05_TR3,PvCF_D6_05_TR3,B,ControlFeeding,Pv
TM_C11,CorrectionBiasPvDiet,Prey18S_3,C11,TM_02_GhShrmp,TM_C11,C,TissueMix,GhShrmp
PvCF_D3_13_TR1,CorrectionBiasPvDiet,MiFish_1,C12,PvCF_D3_13_TR1,PvCF_D3_13_TR1,A,ControlFeeding,Pv
PvCF_D6_08_TR2,CorrectionBiasPvDiet,MiFish_2,C12,PvCF_D6_08_TR2,PvCF_D6_08_TR2,B,ControlFeeding,Pv
TM_C12,CorrectionBiasPvDiet,MiFish_3,C12,TM_03_FltHdSol,TM_C12,C,TissueMix,FltHdSol
TM_03_LfinSmel,CorrectionBiasPvDiet,MiFish_4,C12,TM_03_LfinSmel,TM_03_LfinSmel,D,TissueMix,LfinSmel
PvCF_D3_13_TR1,CorrectionBiasPvDiet,Prey18S_1,C12,PvCF_D3_13_TR1,PvCF_D3_13_TR1,A,ControlFeeding,Pv
PvCF_D6_08_TR2,CorrectionBiasPvDiet,Prey18S_2,C12,PvCF_D6_08_TR2,PvCF_D6_08_TR2,B,ControlFeeding,Pv
TM_C12,CorrectionBiasPvDiet,Prey18S_3,C12,TM_01_BlkTigShrVAQ,TM_C12,C,TissueMix,BlkTigShrVAQ
PvCF_D1_05_TR3,CorrectionBiasPvDiet,MiFish_1,C2,PvCF_D1_05_TR3,PvCF_D1_05_TR3,A,ControlFeeding,Pv
PvCF_D4_03_TR2,CorrectionBiasPvDiet,MiFish_2,C2,PvCF_D4_03_TR2,PvCF_D4_03_TR2,B,ControlFeeding,Pv
PvCF_D6_14_TR2,CorrectionBiasPvDiet,MiFish_3,C2,PvCF_D6_14_TR2,PvCF_D6_14_TR2,C,ControlFeeding,Pv
TM_01_PacTom,CorrectionBiasPvDiet,MiFish_4,C2,TM_01_PacTom,TM_01_PacTom,D,TissueMix,PacTom
PvCF_D1_05_TR3,CorrectionBiasPvDiet,Prey18S_1,C2,PvCF_D1_05_TR3,PvCF_D1_05_TR3,A,ControlFeeding,Pv
PvCF_D4_03_TR2,CorrectionBiasPvDiet,Prey18S_2,C2,PvCF_D4_03_TR2,PvCF_D4_03_TR2,B,ControlFeeding,Pv
PvCF_D6_14_TR2,CorrectionBiasPvDiet,Prey18S_3,C2,PvCF_D6_14_TR2,PvCF_D6_14_TR2,C,ControlFeeding,Pv
PvCF_D1_08_TR2,CorrectionBiasPvDiet,MiFish_1,C3,PvCF_D1_08_TR2,PvCF_D1_08_TR2,A,ControlFeeding,Pv
PvCF_D4_06_TR1,CorrectionBiasPvDiet,MiFish_2,C3,PvCF_D4_06_TR1,PvCF_D4_06_TR1,B,ControlFeeding,Pv
PvCF_D6_C3,CorrectionBiasPvDiet,MiFish_3,C3,PvCF_D6_19_TR1,PvCF_D6_C3,C,ControlFeeding,Pv
TM_03_GrtSculp,CorrectionBiasPvDiet,MiFish_4,C3,TM_03_GrtSculp,TM_03_GrtSculp,D,TissueMix,GrtSculp
PvCF_D1_08_TR2,CorrectionBiasPvDiet,Prey18S_1,C3,PvCF_D1_08_TR2,PvCF_D1_08_TR2,A,ControlFeeding,Pv
PvCF_D4_06_TR1,CorrectionBiasPvDiet,Prey18S_2,C3,PvCF_D4_06_TR1,PvCF_D4_06_TR1,B,ControlFeeding,Pv
CF_C3,CorrectionBiasPvDiet,Prey18S_3,C3,PvCF_D6_19_TR3,CF_C3,C,ControlFeeding,Pv
PvCF_D1_11_TR3,CorrectionBiasPvDiet,MiFish_1,C4,PvCF_D1_11_TR3,PvCF_D1_11_TR3,A,ControlFeeding,Pv
PvCF_D4_09_TR2,CorrectionBiasPvDiet,MiFish_2,C4,PvCF_D4_09_TR2,PvCF_D4_09_TR2,B,ControlFeeding,Pv
MC_C4,CorrectionBiasPvDiet,MiFish_3,C4,MC_MiFish_Skew1_R3,MC_C4,C,MockCom,MkCom
TM_02_ChumSal,CorrectionBiasPvDiet,MiFish_4,C4,TM_02_ChumSal,TM_02_ChumSal,D,TissueMix,ChumSal
PvCF_D1_11_TR3,CorrectionBiasPvDiet,Prey18S_1,C4,PvCF_D1_11_TR3,PvCF_D1_11_TR3,A,ControlFeeding,Pv
PvCF_D4_09_TR2,CorrectionBiasPvDiet,Prey18S_2,C4,PvCF_D4_09_TR2,PvCF_D4_09_TR2,B,ControlFeeding,Pv
MC_C4,CorrectionBiasPvDiet,Prey18S_3,C4,MC_18S_RepFish_Skew1_R3,MC_C4,C,MockCom,MkCom
PvCF_D2_01_TR2,CorrectionBiasPvDiet,MiFish_1,C5,PvCF_D2_01_TR2,PvCF_D2_01_TR2,A,ControlFeeding,Pv
PvCF_D4_12_TR3,CorrectionBiasPvDiet,MiFish_2,C5,PvCF_D4_12_TR3,PvCF_D4_12_TR3,B,ControlFeeding,Pv
Plate3_C5,CorrectionBiasPvDiet,MiFish_3,C5,TM_01_PacSanLan,Plate3_C5,C,TissueMix,PacSanLan
TM_02_CohoSal,CorrectionBiasPvDiet,MiFish_4,C5,TM_02_CohoSal,TM_02_CohoSal,D,TissueMix,CohoSal
PvCF_D2_01_TR2,CorrectionBiasPvDiet,Prey18S_1,C5,PvCF_D2_01_TR2,PvCF_D2_01_TR2,A,ControlFeeding,Pv
PvCF_D4_12_TR3,CorrectionBiasPvDiet,Prey18S_2,C5,PvCF_D4_12_TR3,PvCF_D4_12_TR3,B,ControlFeeding,Pv
Plate3_C5,CorrectionBiasPvDiet,Prey18S_3,C5,MC_18S_CombFish_Skew1_R2,Plate3_C5,C,MockCom,MkCom
PvCF_D2_04_TR1,CorrectionBiasPvDiet,MiFish_1,C6,PvCF_D2_04_TR1,PvCF_D2_04_TR1,A,ControlFeeding,Pv
PvCF_D5_03_TR1,CorrectionBiasPvDiet,MiFish_2,C6,PvCF_D5_03_TR1,PvCF_D5_03_TR1,B,ControlFeeding,Pv
TM_C6,CorrectionBiasPvDiet,MiFish_3,C6,TM_01_BSkate,TM_C6,C,TissueMix,BSkate
TM_01_AtlSal,CorrectionBiasPvDiet,MiFish_4,C6,TM_01_AtlSal,TM_01_AtlSal,D,TissueMix,AtlSal
PvCF_D2_04_TR1,CorrectionBiasPvDiet,Prey18S_1,C6,PvCF_D2_04_TR1,PvCF_D2_04_TR1,A,ControlFeeding,Pv
PvCF_D5_03_TR1,CorrectionBiasPvDiet,Prey18S_2,C6,PvCF_D5_03_TR1,PvCF_D5_03_TR1,B,ControlFeeding,Pv
TM_C6,CorrectionBiasPvDiet,Prey18S_3,C6,TM_03_MgArmSq,TM_C6,C,TissueMix,MgArmSq
PvCF_D2_06_TR3,CorrectionBiasPvDiet,MiFish_1,C7,PvCF_D2_06_TR3,PvCF_D2_06_TR3,A,ControlFeeding,Pv
PvCF_D5_07_TR1,CorrectionBiasPvDiet,MiFish_2,C7,PvCF_D5_07_TR1,PvCF_D5_07_TR1,B,ControlFeeding,Pv
TM_C7,CorrectionBiasPvDiet,MiFish_3,C7,TM_01_RivLamp,TM_C7,C,TissueMix,RivLamp
TM_02_EngSol,CorrectionBiasPvDiet,MiFish_4,C7,TM_02_EngSol,TM_02_EngSol,D,TissueMix,EngSol
PvCF_D2_06_TR3,CorrectionBiasPvDiet,Prey18S_1,C7,PvCF_D2_06_TR3,PvCF_D2_06_TR3,A,ControlFeeding,Pv
PvCF_D5_07_TR1,CorrectionBiasPvDiet,Prey18S_2,C7,PvCF_D5_07_TR1,PvCF_D5_07_TR1,B,ControlFeeding,Pv
TM_C7,CorrectionBiasPvDiet,Prey18S_3,C7,TM_02_GPO_01,TM_C7,C,TissueMix,GPO
PvCF_D2_09_TR2,CorrectionBiasPvDiet,MiFish_1,C8,PvCF_D2_09_TR2,PvCF_D2_09_TR2,A,ControlFeeding,Pv
PvCF_D5_09_TR3,CorrectionBiasPvDiet,MiFish_2,C8,PvCF_D5_09_TR3,PvCF_D5_09_TR3,B,ControlFeeding,Pv
TM_C8,CorrectionBiasPvDiet,MiFish_3,C8,TM_02_PadSculp,TM_C8,C,TissueMix,PadSculp
TM_03_StarFloun,CorrectionBiasPvDiet,MiFish_4,C8,TM_03_StarFloun,TM_03_StarFloun,D,TissueMix,StarFloun
PvCF_D2_09_TR2,CorrectionBiasPvDiet,Prey18S_1,C8,PvCF_D2_09_TR2,PvCF_D2_09_TR2,A,ControlFeeding,Pv
PvCF_D5_09_TR3,CorrectionBiasPvDiet,Prey18S_2,C8,PvCF_D5_09_TR3,PvCF_D5_09_TR3,B,ControlFeeding,Pv
TM_C8,CorrectionBiasPvDiet,Prey18S_3,C8,TM_01_CoonStShrp,TM_C8,C,TissueMix,CoonStShrp
PvCF_D3_01_TR3,CorrectionBiasPvDiet,MiFish_1,C9,PvCF_D3_01_TR3,PvCF_D3_01_TR3,A,ControlFeeding,Pv
PvCF_D5_13_TR1,CorrectionBiasPvDiet,MiFish_2,C9,PvCF_D5_13_TR1,PvCF_D5_13_TR1,B,ControlFeeding,Pv
TM_C9,CorrectionBiasPvDiet,MiFish_3,C9,TM_01_SpecSdab,TM_C9,C,TissueMix,SpecSdab
TM_02_PlfinMid,CorrectionBiasPvDiet,MiFish_4,C9,TM_02_PlfinMid,TM_02_PlfinMid,D,TissueMix,PlfinMid
PvCF_D3_01_TR3,CorrectionBiasPvDiet,Prey18S_1,C9,PvCF_D3_01_TR3,PvCF_D3_01_TR3,A,ControlFeeding,Pv
PvCF_D5_13_TR1,CorrectionBiasPvDiet,Prey18S_2,C9,PvCF_D5_13_TR1,PvCF_D5_13_TR1,B,ControlFeeding,Pv
TM_C9,CorrectionBiasPvDiet,Prey18S_3,C9,TM_03_PnkShrmp,TM_C9,C,TissueMix,PnkShrmp
PvCF_D1_02_TR1,CorrectionBiasPvDiet,MiFish_1,D1,PvCF_D1_02_TR1,PvCF_D1_02_TR1,A,ControlFeeding,Pv
PvCF_D3_15_TR2,CorrectionBiasPvDiet,MiFish_2,D1,PvCF_D3_15_TR2,PvCF_D3_15_TR2,B,ControlFeeding,Pv
PvCF_D6_11_TR2,CorrectionBiasPvDiet,MiFish_3,D1,PvCF_D6_11_TR2,PvCF_D6_11_TR2,C,ControlFeeding,Pv
TM_03_SlendSol,CorrectionBiasPvDiet,MiFish_4,D1,TM_03_SlendSol,TM_03_SlendSol,D,TissueMix,SlendSol
PvCF_D1_02_TR1,CorrectionBiasPvDiet,Prey18S_1,D1,PvCF_D1_02_TR1,PvCF_D1_02_TR1,A,ControlFeeding,Pv
PvCF_D3_15_TR2,CorrectionBiasPvDiet,Prey18S_2,D1,PvCF_D3_15_TR2,PvCF_D3_15_TR2,B,ControlFeeding,Pv
PvCF_D6_11_TR2,CorrectionBiasPvDiet,Prey18S_3,D1,PvCF_D6_11_TR2,PvCF_D6_11_TR2,C,ControlFeeding,Pv
PvCF_D3_06_TR1,CorrectionBiasPvDiet,MiFish_1,D10,PvCF_D3_06_TR1,PvCF_D3_06_TR1,A,ControlFeeding,Pv
PvCF_D6_02_TR3,CorrectionBiasPvDiet,MiFish_2,D10,PvCF_D6_02_TR3,PvCF_D6_02_TR3,B,ControlFeeding,Pv
TM_D10,CorrectionBiasPvDiet,MiFish_3,D10,TM_01_BufSculp,TM_D10,C,TissueMix,BufSculp
TM_03_PstahSculp,CorrectionBiasPvDiet,MiFish_4,D10,TM_03_PstahSculp,TM_03_PstahSculp,D,TissueMix,PstahSculp
PvCF_D3_06_TR1,CorrectionBiasPvDiet,Prey18S_1,D10,PvCF_D3_06_TR1,PvCF_D3_06_TR1,A,ControlFeeding,Pv
PvCF_D6_02_TR3,CorrectionBiasPvDiet,Prey18S_2,D10,PvCF_D6_02_TR3,PvCF_D6_02_TR3,B,ControlFeeding,Pv
TM_D10,CorrectionBiasPvDiet,Prey18S_3,D10,TM_01_RivLamp,TM_D10,C,TissueMix,RivLamp
PvCF_D3_09_TR2,CorrectionBiasPvDiet,MiFish_1,D11,PvCF_D3_09_TR2,PvCF_D3_09_TR2,A,ControlFeeding,Pv
PvCF_D6_06_TR1,CorrectionBiasPvDiet,MiFish_2,D11,PvCF_D6_06_TR1,PvCF_D6_06_TR1,B,ControlFeeding,Pv
TM_D11,CorrectionBiasPvDiet,MiFish_3,D11,TM_03_3SpinStick,TM_D11,C,TissueMix,3SpinStick
TM_02_SurfSmel,CorrectionBiasPvDiet,MiFish_4,D11,TM_02_SurfSmel,TM_02_SurfSmel,D,TissueMix,SurfSmel
PvCF_D3_09_TR2,CorrectionBiasPvDiet,Prey18S_1,D11,PvCF_D3_09_TR2,PvCF_D3_09_TR2,A,ControlFeeding,Pv
PvCF_D6_06_TR1,CorrectionBiasPvDiet,Prey18S_2,D11,PvCF_D6_06_TR1,PvCF_D6_06_TR1,B,ControlFeeding,Pv
TM_D11,CorrectionBiasPvDiet,Prey18S_3,D11,TM_03_GhShrmp,TM_D11,C,TissueMix,GhShrmp
PvCF_D3_13_TR2,CorrectionBiasPvDiet,MiFish_1,D12,PvCF_D3_13_TR2,PvCF_D3_13_TR2,A,ControlFeeding,Pv
PvCF_D6_08_TR3,CorrectionBiasPvDiet,MiFish_2,D12,PvCF_D6_08_TR3,PvCF_D6_08_TR3,B,ControlFeeding,Pv
TM_D12,CorrectionBiasPvDiet,MiFish_3,D12,TM_01_ButtSol,TM_D12,C,TissueMix,ButtSol
TM_01_Pompano,CorrectionBiasPvDiet,MiFish_4,D12,TM_01_Pompano,TM_01_Pompano,D,TissueMix,Pompano
PvCF_D3_13_TR2,CorrectionBiasPvDiet,Prey18S_1,D12,PvCF_D3_13_TR2,PvCF_D3_13_TR2,A,ControlFeeding,Pv
PvCF_D6_08_TR3,CorrectionBiasPvDiet,Prey18S_2,D12,PvCF_D6_08_TR3,PvCF_D6_08_TR3,B,ControlFeeding,Pv
TM_D12,CorrectionBiasPvDiet,Prey18S_3,D12,TM_02_BlkTigShrVAQ,TM_D12,C,TissueMix,BlkTigShrVAQ
PvCF_D1_06_TR1,CorrectionBiasPvDiet,MiFish_1,D2,PvCF_D1_06_TR1,PvCF_D1_06_TR1,A,ControlFeeding,Pv
PvCF_D4_03_TR3,CorrectionBiasPvDiet,MiFish_2,D2,PvCF_D4_03_TR3,PvCF_D4_03_TR3,B,ControlFeeding,Pv
PvCF_D6_14_TR3,CorrectionBiasPvDiet,MiFish_3,D2,PvCF_D6_14_TR3,PvCF_D6_14_TR3,C,ControlFeeding,Pv
TM_02_PacTom,CorrectionBiasPvDiet,MiFish_4,D2,TM_02_PacTom,TM_02_PacTom,D,TissueMix,PacTom
PvCF_D1_06_TR1,CorrectionBiasPvDiet,Prey18S_1,D2,PvCF_D1_06_TR1,PvCF_D1_06_TR1,A,ControlFeeding,Pv
PvCF_D4_03_TR3,CorrectionBiasPvDiet,Prey18S_2,D2,PvCF_D4_03_TR3,PvCF_D4_03_TR3,B,ControlFeeding,Pv
PvCF_D6_14_TR3,CorrectionBiasPvDiet,Prey18S_3,D2,PvCF_D6_14_TR3,PvCF_D6_14_TR3,C,ControlFeeding,Pv
PvCF_D1_08_TR3,CorrectionBiasPvDiet,MiFish_1,D3,PvCF_D1_08_TR3,PvCF_D1_08_TR3,A,ControlFeeding,Pv
PvCF_D4_07_TR1,CorrectionBiasPvDiet,MiFish_2,D3,PvCF_D4_07_TR1,PvCF_D4_07_TR1,B,ControlFeeding,Pv
Plate3_D3,CorrectionBiasPvDiet,MiFish_3,D3,PvCF_D6_19_TR2,Plate3_D3,C,ControlFeeding,Pv
TM_01_TpoolSculp,CorrectionBiasPvDiet,MiFish_4,D3,TM_01_TpoolSculp,TM_01_TpoolSculp,D,TissueMix,TpoolSculp
PvCF_D1_08_TR3,CorrectionBiasPvDiet,Prey18S_1,D3,PvCF_D1_08_TR3,PvCF_D1_08_TR3,A,ControlFeeding,Pv
PvCF_D4_07_TR1,CorrectionBiasPvDiet,Prey18S_2,D3,PvCF_D4_07_TR1,PvCF_D4_07_TR1,B,ControlFeeding,Pv
Plate3_D3,CorrectionBiasPvDiet,Prey18S_3,D3,NTC_18S3,Plate3_D3,C,NegCtrl,NC
PvCF_D1_12_TR1,CorrectionBiasPvDiet,MiFish_1,D4,PvCF_D1_12_TR1,PvCF_D1_12_TR1,A,ControlFeeding,Pv
PvCF_D4_09_TR3,CorrectionBiasPvDiet,MiFish_2,D4,PvCF_D4_09_TR3,PvCF_D4_09_TR3,B,ControlFeeding,Pv
MC_D4,CorrectionBiasPvDiet,MiFish_3,D4,MC_MiFish_Skew2_R1,MC_D4,C,MockCom,MkCom
TM_03_ChumSal,CorrectionBiasPvDiet,MiFish_4,D4,TM_03_ChumSal,TM_03_ChumSal,D,TissueMix,ChumSal
PvCF_D1_12_TR1,CorrectionBiasPvDiet,Prey18S_1,D4,PvCF_D1_12_TR1,PvCF_D1_12_TR1,A,ControlFeeding,Pv
PvCF_D4_09_TR3,CorrectionBiasPvDiet,Prey18S_2,D4,PvCF_D4_09_TR3,PvCF_D4_09_TR3,B,ControlFeeding,Pv
MC_D4,CorrectionBiasPvDiet,Prey18S_3,D4,MC_18S_RepFish_Skew2_R1,MC_D4,C,MockCom,MkCom
PvCF_D2_01_TR3,CorrectionBiasPvDiet,MiFish_1,D5,PvCF_D2_01_TR3,PvCF_D2_01_TR3,A,ControlFeeding,Pv
PvCF_D4_13_TR1,CorrectionBiasPvDiet,MiFish_2,D5,PvCF_D4_13_TR1,PvCF_D4_13_TR1,B,ControlFeeding,Pv
Plate3_D5,CorrectionBiasPvDiet,MiFish_3,D5,TM_02_PacSanLan,Plate3_D5,C,TissueMix,PacSanLan
TM_03_CohoSal,CorrectionBiasPvDiet,MiFish_4,D5,TM_03_CohoSal,TM_03_CohoSal,D,TissueMix,CohoSal
PvCF_D2_01_TR3,CorrectionBiasPvDiet,Prey18S_1,D5,PvCF_D2_01_TR3,PvCF_D2_01_TR3,A,ControlFeeding,Pv
PvCF_D4_13_TR1,CorrectionBiasPvDiet,Prey18S_2,D5,PvCF_D4_13_TR1,PvCF_D4_13_TR1,B,ControlFeeding,Pv
Plate3_D5,CorrectionBiasPvDiet,Prey18S_3,D5,MC_18S_CombFish_Skew1_R3,Plate3_D5,C,MockCom,MkCom
PvCF_D2_04_TR2,CorrectionBiasPvDiet,MiFish_1,D6,PvCF_D2_04_TR2,PvCF_D2_04_TR2,A,ControlFeeding,Pv
PvCF_D5_04_TR1,CorrectionBiasPvDiet,MiFish_2,D6,PvCF_D5_04_TR1,PvCF_D5_04_TR1,B,ControlFeeding,Pv
TM_D6,CorrectionBiasPvDiet,MiFish_3,D6,TM_02_BSkate,TM_D6,C,TissueMix,BSkate
TM_01_ChinSal,CorrectionBiasPvDiet,MiFish_4,D6,TM_01_ChinSal,TM_01_ChinSal,D,TissueMix,ChinSal
PvCF_D2_04_TR2,CorrectionBiasPvDiet,Prey18S_1,D6,PvCF_D2_04_TR2,PvCF_D2_04_TR2,A,ControlFeeding,Pv
PvCF_D5_04_TR1,CorrectionBiasPvDiet,Prey18S_2,D6,PvCF_D5_04_TR1,PvCF_D5_04_TR1,B,ControlFeeding,Pv
TM_D6,CorrectionBiasPvDiet,Prey18S_3,D6,TM_01_BayShr,TM_D6,C,TissueMix,BayShr
PvCF_D2_07_TR1,CorrectionBiasPvDiet,MiFish_1,D7,PvCF_D2_07_TR1,PvCF_D2_07_TR1,A,ControlFeeding,Pv
PvCF_D5_07_TR2,CorrectionBiasPvDiet,MiFish_2,D7,PvCF_D5_07_TR2,PvCF_D5_07_TR2,B,ControlFeeding,Pv
TM_D7,CorrectionBiasPvDiet,MiFish_3,D7,TM_02_RivLamp,TM_D7,C,TissueMix,RivLamp
TM_03_EngSol,CorrectionBiasPvDiet,MiFish_4,D7,TM_03_EngSol,TM_03_EngSol,D,TissueMix,EngSol
PvCF_D2_07_TR1,CorrectionBiasPvDiet,Prey18S_1,D7,PvCF_D2_07_TR1,PvCF_D2_07_TR1,A,ControlFeeding,Pv
PvCF_D5_07_TR2,CorrectionBiasPvDiet,Prey18S_2,D7,PvCF_D5_07_TR2,PvCF_D5_07_TR2,B,ControlFeeding,Pv
TM_D7,CorrectionBiasPvDiet,Prey18S_3,D7,TM_02_GPO_02,TM_D7,C,TissueMix,GPO
PvCF_D2_09_TR3,CorrectionBiasPvDiet,MiFish_1,D8,PvCF_D2_09_TR3,PvCF_D2_09_TR3,A,ControlFeeding,Pv
PvCF_D5_10_TR1,CorrectionBiasPvDiet,MiFish_2,D8,PvCF_D5_10_TR1,PvCF_D5_10_TR1,B,ControlFeeding,Pv
TM_D8,CorrectionBiasPvDiet,MiFish_3,D8,TM_03_PadSculp,TM_D8,C,TissueMix,PadSculp
TM_01_COSol,CorrectionBiasPvDiet,MiFish_4,D8,TM_01_COSol,TM_01_COSol,D,TissueMix,COSol
PvCF_D2_09_TR3,CorrectionBiasPvDiet,Prey18S_1,D8,PvCF_D2_09_TR3,PvCF_D2_09_TR3,A,ControlFeeding,Pv
PvCF_D5_10_TR1,CorrectionBiasPvDiet,Prey18S_2,D8,PvCF_D5_10_TR1,PvCF_D5_10_TR1,B,ControlFeeding,Pv
TM_D8,CorrectionBiasPvDiet,Prey18S_3,D8,TM_02_CoonStShrp_01,TM_D8,C,TissueMix,CoonStShrp
PvCF_D3_02_TR1,CorrectionBiasPvDiet,MiFish_1,D9,PvCF_D3_02_TR1,PvCF_D3_02_TR1,A,ControlFeeding,Pv
PvCF_D5_14_TR1,CorrectionBiasPvDiet,MiFish_2,D9,PvCF_D5_14_TR1,PvCF_D5_14_TR1,B,ControlFeeding,Pv
TM_D9,CorrectionBiasPvDiet,MiFish_3,D9,TM_02_SpecSdab,TM_D9,C,TissueMix,SpecSdab
TM_03_PlfinMid,CorrectionBiasPvDiet,MiFish_4,D9,TM_03_PlfinMid,TM_03_PlfinMid,D,TissueMix,PlfinMid
PvCF_D3_02_TR1,CorrectionBiasPvDiet,Prey18S_1,D9,PvCF_D3_02_TR1,PvCF_D3_02_TR1,A,ControlFeeding,Pv
PvCF_D5_14_TR1,CorrectionBiasPvDiet,Prey18S_2,D9,PvCF_D5_14_TR1,PvCF_D5_14_TR1,B,ControlFeeding,Pv
TM_D9,CorrectionBiasPvDiet,Prey18S_3,D9,TM_01_SpDog,TM_D9,C,TissueMix,SpDog
PvCF_D1_02_TR2,CorrectionBiasPvDiet,MiFish_1,E1,PvCF_D1_02_TR2,PvCF_D1_02_TR2,A,ControlFeeding,Pv
PvCF_D3_15_TR3,CorrectionBiasPvDiet,MiFish_2,E1,PvCF_D3_15_TR3,PvCF_D3_15_TR3,B,ControlFeeding,Pv
PvCF_D6_11_TR3,CorrectionBiasPvDiet,MiFish_3,E1,PvCF_D6_11_TR3,PvCF_D6_11_TR3,C,ControlFeeding,Pv
TM_01_Capel_VAQ,CorrectionBiasPvDiet,MiFish_4,E1,TM_01_VAQCapelin,TM_01_Capel_VAQ,D,TissueMix,VAQCapelin
PvCF_D1_02_TR2,CorrectionBiasPvDiet,Prey18S_1,E1,PvCF_D1_02_TR2,PvCF_D1_02_TR2,A,ControlFeeding,Pv
PvCF_D3_15_TR3,CorrectionBiasPvDiet,Prey18S_2,E1,PvCF_D3_15_TR3,PvCF_D3_15_TR3,B,ControlFeeding,Pv
PvCF_D6_11_TR3,CorrectionBiasPvDiet,Prey18S_3,E1,PvCF_D6_11_TR3,PvCF_D6_11_TR3,C,ControlFeeding,Pv
PvCF_D3_07_TR1,CorrectionBiasPvDiet,MiFish_1,E10,PvCF_D3_07_TR1,PvCF_D3_07_TR1,A,ControlFeeding,Pv
PvCF_D6_03_TR1,CorrectionBiasPvDiet,MiFish_2,E10,PvCF_D6_03_TR1,PvCF_D6_03_TR1,B,ControlFeeding,Pv
TM_E10,CorrectionBiasPvDiet,MiFish_3,E10,TM_02_BufSculp,TM_E10,C,TissueMix,BufSculp
TM_01_SnakPrick,CorrectionBiasPvDiet,MiFish_4,E10,TM_01_SnakPrick,TM_01_SnakPrick,D,TissueMix,SnakPrick
PvCF_D3_07_TR1,CorrectionBiasPvDiet,Prey18S_1,E10,PvCF_D3_07_TR1,PvCF_D3_07_TR1,A,ControlFeeding,Pv
PvCF_D6_03_TR1,CorrectionBiasPvDiet,Prey18S_2,E10,PvCF_D6_03_TR1,PvCF_D6_03_TR1,B,ControlFeeding,Pv
TM_E10,CorrectionBiasPvDiet,Prey18S_3,E10,TM_02_RivLamp,TM_E10,C,TissueMix,RivLamp
PvCF_D3_09_TR3,CorrectionBiasPvDiet,MiFish_1,E11,PvCF_D3_09_TR3,PvCF_D3_09_TR3,A,ControlFeeding,Pv
PvCF_D6_06_TR2,CorrectionBiasPvDiet,MiFish_2,E11,PvCF_D6_06_TR2,PvCF_D6_06_TR2,B,ControlFeeding,Pv
TM_E11,CorrectionBiasPvDiet,MiFish_3,E11,TM_01_RexSol,TM_E11,C,TissueMix,RexSol
TM_03_SurfSmel,CorrectionBiasPvDiet,MiFish_4,E11,TM_03_SurfSmel,TM_03_SurfSmel,D,TissueMix,SurfSmel
PvCF_D3_09_TR3,CorrectionBiasPvDiet,Prey18S_1,E11,PvCF_D3_09_TR3,PvCF_D3_09_TR3,A,ControlFeeding,Pv
PvCF_D6_06_TR2,CorrectionBiasPvDiet,Prey18S_2,E11,PvCF_D6_06_TR2,PvCF_D6_06_TR2,B,ControlFeeding,Pv
TM_E11,CorrectionBiasPvDiet,Prey18S_3,E11,TM_01_StubSq_01,TM_E11,C,TissueMix,StubSq
PvCF_D3_13_TR3,CorrectionBiasPvDiet,MiFish_1,E12,PvCF_D3_13_TR3,PvCF_D3_13_TR3,A,ControlFeeding,Pv
PvCF_D6_09_TR1,CorrectionBiasPvDiet,MiFish_2,E12,PvCF_D6_09_TR1,PvCF_D6_09_TR1,B,ControlFeeding,Pv
TM_E12,CorrectionBiasPvDiet,MiFish_3,E12,TM_02_ButtSol,TM_E12,C,TissueMix,ButtSol
TM_02_Pompano,CorrectionBiasPvDiet,MiFish_4,E12,TM_02_Pompano,TM_02_Pompano,D,TissueMix,Pompano
PvCF_D3_13_TR3,CorrectionBiasPvDiet,Prey18S_1,E12,PvCF_D3_13_TR3,PvCF_D3_13_TR3,A,ControlFeeding,Pv
PvCF_D6_09_TR1,CorrectionBiasPvDiet,Prey18S_2,E12,PvCF_D6_09_TR1,PvCF_D6_09_TR1,B,ControlFeeding,Pv
TM_E12,CorrectionBiasPvDiet,Prey18S_3,E12,TM_03_BlkTigShrVAQ,TM_E12,C,TissueMix,BlkTigShrVAQ
PvCF_D1_06_TR2,CorrectionBiasPvDiet,MiFish_1,E2,PvCF_D1_06_TR2,PvCF_D1_06_TR2,A,ControlFeeding,Pv
PvCF_D4_04_TR1,CorrectionBiasPvDiet,MiFish_2,E2,PvCF_D4_04_TR1,PvCF_D4_04_TR1,B,ControlFeeding,Pv
PvCF_D6_15_TR1,CorrectionBiasPvDiet,MiFish_3,E2,PvCF_D6_15_TR1,PvCF_D6_15_TR1,C,ControlFeeding,Pv
TM_03_PacTom,CorrectionBiasPvDiet,MiFish_4,E2,TM_03_PacTom,TM_03_PacTom,D,TissueMix,PacTom
