"day","month","year","Collection_Location","Sample_ID","sampleid"
"16","May","2016","Still Harbor","Pv16-431","Pv16-431"
"16","May","2016","Still Harbor","Pv16-432","Pv16-432"
"16","May","2016","Still Harbor","Pv16-433","Pv16-433"
"16","May","2016","Still Harbor","Pv16-434","Pv16-434"
"16","May","2016","Still Harbor","Pv16-435","Pv16-435"
"16","May","2016","Still Harbor","Pv16-436","Pv16-436"
"16","May","2016","Still Harbor","Pv16-437","Pv16-437"
"2","May","2016","Still Harbor","Pv16-438","Pv16-438"
"2","May","2016","Still Harbor","Pv16-439","Pv16-439"
"2","May","2016","Still Harbor","Pv16-440","Pv16-440"
"2","May","2016","Still Harbor","Pv16-441","Pv16-441"
"2","May","2016","Still Harbor","Pv16-442","Pv16-442"
"2","May","2016","Still Harbor","Pv16-443","Pv16-443"
"2","May","2016","Still Harbor","Pv16-444","Pv16-444"
"2","May","2016","Still Harbor","Pv16-445","Pv16-445"
"2","May","2016","Still Harbor","Pv16-446","Pv16-446"
"2","May","2016","Still Harbor","Pv16-447","Pv16-447"
"2","May","2016","Still Harbor","Pv16-448","Pv16-448"
"2","May","2016","Still Harbor","Pv16-449","Pv16-449"
"2","May","2016","Still Harbor","Pv16-450","Pv16-450"
"2","May","2016","Still Harbor","Pv16-451","Pv16-451"
"2","May","2016","Still Harbor","Pv16-452","Pv16-452"
"2","May","2016","Still Harbor","Pv16-453","Pv16-453"
"2","May","2016","Still Harbor","Pv16-454","Pv16-454"
"2","May","2016","Still Harbor","Pv16-455","Pv16-455"
"2","May","2016","Still Harbor","Pv16-456","Pv16-456"
"2","May","2016","Still Harbor","Pv16-457","Pv16-457"
"2","May","2016","Still Harbor","Pv16-458","Pv16-458"
"2","May","2016","Still Harbor","Pv16-459","Pv16-459"
"2","May","2016","Still Harbor","Pv16-460","Pv16-460"
"2","May","2016","Still Harbor","Pv16-461","Pv16-461"
"2","May","2016","Still Harbor","Pv16-462","Pv16-462"
"2","May","2016","Still Harbor","Pv16-463","Pv16-463"
"2","May","2016","Still Harbor","Pv16-464","Pv16-464"
"16","May","2016","Woodard Bay","Pv16-465","Pv16-465"
"2","May","2016","Woodard Bay","Pv16-466","Pv16-466"
"2","May","2016","Woodard Bay","Pv16-467","Pv16-467"
"2","May","2016","Woodard Bay","Pv16-468","Pv16-468"
"2","May","2016","Woodard Bay","Pv16-469","Pv16-469"
"2","May","2016","Woodard Bay","Pv16-470","Pv16-470"
"2","May","2016","Woodard Bay","Pv16-471","Pv16-471"
"2","May","2016","Woodard Bay","Pv16-472","Pv16-472"
"2","May","2016","Woodard Bay","Pv16-473","Pv16-473"
"2","May","2016","Woodard Bay","Pv16-474","Pv16-474"
"2","May","2016","Woodard Bay","Pv16-475","Pv16-475"
"2","May","2016","Woodard Bay","Pv16-476","Pv16-476"
"2","May","2016","Woodard Bay","Pv16-477","Pv16-477"
"2","May","2016","Woodard Bay","Pv16-478","Pv16-478"
"2","May","2016","Woodard Bay","Pv16-479","Pv16-479"
"2","May","2016","Woodard Bay","Pv16-480","Pv16-480"
"2","May","2016","Woodard Bay","Pv16-481","Pv16-481"
"2","May","2016","Woodard Bay","Pv16-482","Pv16-482"
"2","May","2016","Still Harbor","Pv16-483","Pv16-483"
"11","Jan","2016","Woodard Bay","Pv16-484","Pv16-484"
"11","Jan","2016","Woodard Bay","Pv16-485","Pv16-485"
"11","Jan","2016","Woodard Bay","Pv16-486","Pv16-486"
"11","Jan","2016","Woodard Bay","Pv16-487","Pv16-487"
"11","Jan","2016","Woodard Bay","Pv16-488","Pv16-488"
"11","Jan","2016","Woodard Bay","Pv16-489","Pv16-489"
"11","Jan","2016","Woodard Bay","Pv16-490","Pv16-490"
"11","Jan","2016","Woodard Bay","Pv16-491","Pv16-491"
"11","Jan","2016","Woodard Bay","Pv16-492","Pv16-492"
"11","Jan","2016","Woodard Bay","Pv16-493","Pv16-493"
"11","Jan","2016","Woodard Bay","Pv16-494","Pv16-494"
"11","Jan","2016","Woodard Bay","Pv16-495","Pv16-495"
"11","Jan","2016","Woodard Bay","Pv16-496","Pv16-496"
"11","Jan","2016","Woodard Bay","Pv16-497","Pv16-497"
"11","Jan","2016","Woodard Bay","Pv16-498","Pv16-498"
"11","Jan","2016","Woodard Bay","Pv16-499","Pv16-499"
"11","Jan","2016","Woodard Bay","Pv16-500","Pv16-500"
"11","Jan","2016","Woodard Bay","Pv16-501","Pv16-501"
"11","Jan","2016","Woodard Bay","Pv16-502","Pv16-502"
"11","Jan","2016","Woodard Bay","Pv16-503","Pv16-503"
"11","Jan","2016","Woodard Bay","Pv16-504","Pv16-504"
"11","Jan","2016","Woodard Bay","Pv16-505","Pv16-505"
"11","Jan","2016","Woodard Bay","Pv16-506","Pv16-506"
"11","Jan","2016","Woodard Bay","Pv16-507","Pv16-507"
"11","Jan","2016","Woodard Bay","Pv16-508","Pv16-508"
"19","Jul","2016","Woodard Bay","Pv16-509","Pv16-509"
"19","Jul","2016","Woodard Bay","Pv16-510","Pv16-510"
"19","Jul","2016","Woodard Bay","Pv16-511","Pv16-511"
"19","Jul","2016","Eagle Island","Pv16-512","Pv16-512"
"19","Jul","2016","Eagle Island","Pv16-513","Pv16-513"
"16","May","2016","Eagle Island","Pv16-514","Pv16-514"
"6","May","2016","Woodard Bay","Pv16-515","Pv16-515"
"6","May","2016","Woodard Bay","Pv16-516","Pv16-516"
"6","May","2016","Woodard Bay","Pv16-517","Pv16-517"
"18","Jul","2016","Still Harbor","Pv16-518","Pv16-518"
"18","Jul","2016","Still Harbor","Pv16-519","Pv16-519"
"18","Jul","2016","Still Harbor","Pv16-520","Pv16-520"
"18","Jul","2016","Still Harbor","Pv16-521","Pv16-521"
"18","Jul","2016","Still Harbor","Pv16-522","Pv16-522"
"18","Jul","2016","Still Harbor","Pv16-523","Pv16-523"
"18","Jul","2016","Still Harbor","Pv16-524","Pv16-524"
"18","Jul","2016","Still Harbor","Pv16-525","Pv16-525"
"18","Jul","2016","Still Harbor","Pv16-526","Pv16-526"
"18","Jul","2016","Still Harbor","Pv16-527","Pv16-527"
"18","Jul","2016","Still Harbor","Pv16-528","Pv16-528"
"18","Jul","2016","Still Harbor","Pv16-529","Pv16-529"
"18","Jul","2016","Still Harbor","Pv16-530","Pv16-530"
"18","Jul","2016","Still Harbor","Pv16-531","Pv16-531"
"18","Jul","2016","Still Harbor","Pv16-532","Pv16-532"
"18","Jul","2016","Still Harbor","Pv16-533","Pv16-533"
"18","Jul","2016","Still Harbor","Pv16-534","Pv16-534"
"18","Jul","2016","Still Harbor","Pv16-535","Pv16-535"
"18","Jul","2016","Still Harbor","Pv16-536","Pv16-536"
"18","Jul","2016","Still Harbor","Pv16-537","Pv16-537"
"18","Jul","2016","Still Harbor","Pv16-538","Pv16-538"
"19","Jul","2016","Still Harbor","Pv16-539","Pv16-539"
"19","Jul","2016","Still Harbor","Pv16-540","Pv16-540"
"19","Jul","2016","Still Harbor","Pv16-541","Pv16-541"
"19","Jul","2016","Still Harbor","Pv16-542","Pv16-542"
"19","Jul","2016","Still Harbor","Pv16-543","Pv16-543"
"19","Jul","2016","Still Harbor","Pv16-544","Pv16-544"
"19","Jul","2016","Still Harbor","Pv16-545","Pv16-545"
"19","Jul","2016","Still Harbor","Pv16-546","Pv16-546"
"19","Jul","2016","Still Harbor","Pv16-547","Pv16-547"
"19","Jul","2016","Still Harbor","Pv16-548","Pv16-548"
"19","Jul","2016","Still Harbor","Pv16-549","Pv16-549"
"19","Jul","2016","Still Harbor","Pv16-550","Pv16-550"
"19","Jul","2016","Still Harbor","Pv16-551","Pv16-551"
"19","Jul","2016","Still Harbor","Pv16-552","Pv16-552"
"19","Jul","2016","Still Harbor","Pv16-553","Pv16-553"
"19","Jul","2016","Still Harbor","Pv16-554","Pv16-554"
"19","Jul","2016","Still Harbor","Pv16-555","Pv16-555"
"19","Jul","2016","Still Harbor","Pv16-556","Pv16-556"
"28","Mar","2016","Woodard Bay","Pv16-557","Pv16-557"
"28","Mar","2016","Woodard Bay","Pv16-558","Pv16-558"
"28","Mar","2016","Woodard Bay","Pv16-559","Pv16-559"
"28","Mar","2016","Woodard Bay","Pv16-560","Pv16-560"
"28","Mar","2016","Woodard Bay","Pv16-561","Pv16-561"
"28","Mar","2016","Woodard Bay","Pv16-562","Pv16-562"
"28","Mar","2016","Woodard Bay","Pv16-563","Pv16-563"
"28","Mar","2016","Woodard Bay","Pv16-564","Pv16-564"
"28","Mar","2016","Woodard Bay","Pv16-565","Pv16-565"
"28","Mar","2016","Woodard Bay","Pv16-566","Pv16-566"
"28","Mar","2016","Woodard Bay","Pv16-567","Pv16-567"
"28","Mar","2016","Woodard Bay","Pv16-568","Pv16-568"
"28","Mar","2016","Woodard Bay","Pv16-569","Pv16-569"
"28","Mar","2016","Woodard Bay","Pv16-570","Pv16-570"
"28","Mar","2016","Woodard Bay","Pv16-571","Pv16-571"
"28","Mar","2016","Woodard Bay","Pv16-572","Pv16-572"
"29","Feb","2016","Woodard Bay","Pv16-573","Pv16-573"
"29","Feb","2016","Woodard Bay","Pv16-574","Pv16-574"
"29","Feb","2016","Woodard Bay","Pv16-575","Pv16-575"
"29","Feb","2016","Woodard Bay","Pv16-576","Pv16-576"
"29","Feb","2016","Woodard Bay","Pv16-577","Pv16-577"
"29","Feb","2016","Woodard Bay","Pv16-578","Pv16-578"
"29","Feb","2016","Woodard Bay","Pv16-579","Pv16-579"
"29","Feb","2016","Woodard Bay","Pv16-580","Pv16-580"
"29","Feb","2016","Woodard Bay","Pv16-581","Pv16-581"
"29","Feb","2016","Woodard Bay","Pv16-582","Pv16-582"
"27","May","2016","Woodard Bay","Pv16-583","Pv16-583"
"27","May","2016","Woodard Bay","Pv16-584","Pv16-584"
"27","May","2016","Woodard Bay","Pv16-585","Pv16-585"
"27","May","2016","Woodard Bay","Pv16-586","Pv16-586"
"27","May","2016","Woodard Bay","Pv16-587","Pv16-587"
"27","May","2016","Woodard Bay","Pv16-588","Pv16-588"
"27","May","2016","Woodard Bay","Pv16-589","Pv16-589"
"27","May","2016","Woodard Bay","Pv16-590","Pv16-590"
"27","May","2016","Woodard Bay","Pv16-591","Pv16-591"
"27","May","2016","Woodard Bay","Pv16-592","Pv16-592"
"27","May","2016","Woodard Bay","Pv16-593","Pv16-593"
"27","May","2016","Woodard Bay","Pv16-594","Pv16-594"
"18","Apr","2016","Woodard Bay","Pv16-595","Pv16-595"
"18","Apr","2016","Woodard Bay","Pv16-596","Pv16-596"
"18","Apr","2016","Woodard Bay","Pv16-597","Pv16-597"
"18","Apr","2016","Nisqually","Pv16-598","Pv16-598"
"11","Jan","2016","Eagle Island","Pv16-599","Pv16-599"
"22","Jan","2016","Cutts Island","Pv16-600","Pv16-600"
"22","Jan","2016","Cutts Island","Pv16-601","Pv16-601"
"18","Apr","2016","Cutts Island","Pv16-602","Pv16-602"
"26","Apr","2016","Eagle Island","Pv16-603","Pv16-603"
"6","Apr","2016","Eagle Island","Pv16-604","Pv16-604"
"6","Apr","2016","Colvos Rocks","Pv16-605","Pv16-605"
"6","Apr","2016","Still Harbor","Pv16-606","Pv16-606"
"6","Apr","2016","Still Harbor","Pv16-607","Pv16-607"
"6","Apr","2016","Still Harbor","Pv16-608","Pv16-608"
"6","Apr","2016","Still Harbor","Pv16-609","Pv16-609"
"6","Apr","2016","Still Harbor","Pv16-610","Pv16-610"
"6","Apr","2016","Still Harbor","Pv16-611","Pv16-611"
"6","Apr","2016","Still Harbor","Pv16-612","Pv16-612"
"6","Apr","2016","Still Harbor","Pv16-613","Pv16-613"
"6","Apr","2016","Still Harbor","Pv16-614","Pv16-614"
"6","Apr","2016","Still Harbor","Pv16-615","Pv16-615"
"6","Apr","2016","Still Harbor","Pv16-616","Pv16-616"
"6","Apr","2016","Still Harbor","Pv16-617","Pv16-617"
"6","Apr","2016","Still Harbor","Pv16-618","Pv16-618"
"6","Apr","2016","Still Harbor","Pv16-619","Pv16-619"
"6","Apr","2016","Still Harbor","Pv16-620","Pv16-620"
"6","Apr","2016","Still Harbor","Pv16-621","Pv16-621"
"6","Apr","2016","Still Harbor","Pv16-622","Pv16-622"
"6","Apr","2016","Still Harbor","Pv16-623","Pv16-623"
"6","Apr","2016","Still Harbor","Pv16-624","Pv16-624"
"6","Apr","2016","Still Harbor","Pv16-625","Pv16-625"
"6","Apr","2016","Still Harbor","Pv16-626","Pv16-626"
"6","Apr","2016","Still Harbor","Pv16-627","Pv16-627"
"6","Apr","2016","Still Harbor","Pv16-628","Pv16-628"
"6","Apr","2016","Still Harbor","Pv16-629","Pv16-629"
"6","Apr","2016","Still Harbor","Pv16-630","Pv16-630"
"6","Apr","2016","Still Harbor","Pv16-631","Pv16-631"
"6","Apr","2016","Still Harbor","Pv16-632","Pv16-632"
"6","Apr","2016","Still Harbor","Pv16-633","Pv16-633"
"6","Apr","2016","Still Harbor","Pv16-634","Pv16-634"
"6","Apr","2016","Still Harbor","Pv16-635","Pv16-635"
"6","Apr","2016","Still Harbor","Pv16-636","Pv16-636"
"6","Apr","2016","Still Harbor","Pv16-637","Pv16-637"
"6","Apr","2016","Still Harbor","Pv16-638","Pv16-638"
"6","Apr","2016","Still Harbor","Pv16-639","Pv16-639"
"6","Apr","2016","Still Harbor","Pv16-640","Pv16-640"
"6","Apr","2016","Still Harbor","Pv16-641","Pv16-641"
"6","Apr","2016","Still Harbor","Pv16-642","Pv16-642"
"6","Apr","2016","Still Harbor","Pv16-643","Pv16-643"
"6","Apr","2016","Still Harbor","Pv16-644","Pv16-644"
"6","Apr","2016","Still Harbor","Pv16-645","Pv16-645"
"6","Apr","2016","Still Harbor","Pv16-646","Pv16-646"
"6","Apr","2016","Still Harbor","Pv16-647","Pv16-647"
"6","Apr","2016","Still Harbor","Pv16-648","Pv16-648"
"6","Apr","2016","Still Harbor","Pv16-649","Pv16-649"
"6","Apr","2016","Still Harbor","Pv16-650","Pv16-650"
"6","Apr","2016","Still Harbor","Pv16-651","Pv16-651"
"6","Apr","2016","Still Harbor","Pv16-652","Pv16-652"
"6","Apr","2016","Still Harbor","Pv16-653","Pv16-653"
"6","Apr","2016","Still Harbor","Pv16-654","Pv16-654"
"6","Apr","2016","Still Harbor","Pv16-655","Pv16-655"
"28","Apr","2016","Still Harbor","Pv16-656","Pv16-656"
"28","Apr","2016","Still Harbor","Pv16-657","Pv16-657"
"28","Apr","2016","Still Harbor","Pv16-658","Pv16-658"
"28","Apr","2016","Still Harbor","Pv16-659","Pv16-659"
"28","Apr","2016","Still Harbor","Pv16-660","Pv16-660"
"28","Apr","2016","Still Harbor","Pv16-661","Pv16-661"
"28","Apr","2016","Still Harbor","Pv16-662","Pv16-662"
"28","Apr","2016","Still Harbor","Pv16-663","Pv16-663"
"28","Apr","2016","Still Harbor","Pv16-664","Pv16-664"
"18","Apr","2016","Still Harbor","Pv16-665","Pv16-665"
"18","Apr","2016","Still Harbor","Pv16-666","Pv16-666"
"18","Apr","2016","Still Harbor","Pv16-667","Pv16-667"
"18","Apr","2016","Still Harbor","Pv16-668","Pv16-668"
"18","Apr","2016","Still Harbor","Pv16-669","Pv16-669"
"18","Apr","2016","Still Harbor","Pv16-670","Pv16-670"
"18","Apr","2016","Still Harbor","Pv16-671","Pv16-671"
"18","Apr","2016","Still Harbor","Pv16-672","Pv16-672"
"22","Jan","2016","Woodard Bay","Pv16-673","Pv16-673"
"22","Jan","2016","Woodard Bay","Pv16-674","Pv16-674"
"22","Jan","2016","Woodard Bay","Pv16-675","Pv16-675"
"22","Jan","2016","Woodard Bay","Pv16-676","Pv16-676"
"22","Jan","2016","Woodard Bay","Pv16-677","Pv16-677"
"22","Jan","2016","Woodard Bay","Pv16-678","Pv16-678"
"22","Jan","2016","Woodard Bay","Pv16-679","Pv16-679"
"22","Jan","2016","Woodard Bay","Pv16-680","Pv16-680"
"22","Jan","2016","Woodard Bay","Pv16-681","Pv16-681"
"13","Jul","2016","Woodard Bay","Pv16-682","Pv16-682"
"27","Jul","2016","Woodard Bay","Pv16-683","Pv16-683"
"27","Jul","2016","Eagle Island","Pv16-684","Pv16-684"
"27","Jul","2016","Cutts Island","Pv16-685","Pv16-685"
"27","Jul","2016","Cutts Island","Pv16-686","Pv16-686"
"13","Jul","2016","Still Harbor","Pv16-687","Pv16-687"
"13","Jul","2016","Cutts Island","Pv16-688","Pv16-688"
"13","Jul","2016","Cutts Island","Pv16-689","Pv16-689"
"11","Apr","2016","Orchard Rocks","Pv16-690","Pv16-690"
"27","Jul","2016","Commencement Bay","Pv16-691","Pv16-691"
"27","Jul","2016","Commencement Bay","Pv16-692","Pv16-692"
"27","Jul","2016","Commencement Bay","Pv16-693","Pv16-693"
"27","Jul","2016","Commencement Bay","Pv16-694","Pv16-694"
"27","Jul","2016","Commencement Bay","Pv16-695","Pv16-695"
"27","Jul","2016","Commencement Bay","Pv16-696","Pv16-696"
"27","Jul","2016","Commencement Bay","Pv16-697","Pv16-697"
"27","Jul","2016","Commencement Bay","Pv16-698","Pv16-698"
"27","Jul","2016","Commencement Bay","Pv16-699","Pv16-699"
"27","Jul","2016","Commencement Bay","Pv16-700","Pv16-700"
"27","Jul","2016","Commencement Bay","Pv16-701","Pv16-701"
"27","Jul","2016","Commencement Bay","Pv16-702","Pv16-702"
"6","May","2016","Eagle Island","Pv16-703","Pv16-703"
"6","May","2016","Eagle Island","Pv16-704","Pv16-704"
"6","May","2016","Eagle Island","Pv16-705","Pv16-705"
"6","May","2016","Eagle Island","Pv16-706","Pv16-706"
"6","May","2016","Eagle Island","Pv16-707","Pv16-707"
"6","May","2016","Eagle Island","Pv16-708","Pv16-708"
"6","May","2016","Eagle Island","Pv16-709","Pv16-709"
"6","May","2016","Eagle Island","Pv16-710","Pv16-710"
"6","May","2016","Eagle Island","Pv16-711","Pv16-711"
"6","May","2016","Eagle Island","Pv16-712","Pv16-712"
"13","Jul","2016","Commencement Bay","Pv16-713","Pv16-713"
"13","Jul","2016","Commencement Bay","Pv16-714","Pv16-714"
"13","Jul","2016","Commencement Bay","Pv16-715","Pv16-715"
"13","Jul","2016","Commencement Bay","Pv16-716","Pv16-716"
"13","Jul","2016","Commencement Bay","Pv16-717","Pv16-717"
"13","Jul","2016","Commencement Bay","Pv16-718","Pv16-718"
"13","Jul","2016","Commencement Bay","Pv16-719","Pv16-719"
"13","Jul","2016","Commencement Bay","Pv16-720","Pv16-720"
"13","Jul","2016","Commencement Bay","Pv16-721","Pv16-721"
"13","Jul","2016","Commencement Bay","Pv16-722","Pv16-722"
"13","Jul","2016","Commencement Bay","Pv16-723","Pv16-723"
"13","Jul","2016","Commencement Bay","Pv16-724","Pv16-724"
"13","Jul","2016","Commencement Bay","Pv16-725","Pv16-725"
"13","Jul","2016","Commencement Bay","Pv16-726","Pv16-726"
"13","Jul","2016","Commencement Bay","Pv16-727","Pv16-727"
"13","Jul","2016","Commencement Bay","Pv16-728","Pv16-728"
"13","Jul","2016","Commencement Bay","Pv16-729","Pv16-729"
"13","Jul","2016","Commencement Bay","Pv16-730","Pv16-730"
"13","Jul","2016","Commencement Bay","Pv16-731","Pv16-731"
"13","Jul","2016","Commencement Bay","Pv16-732","Pv16-732"
"13","Jul","2016","Commencement Bay","Pv16-733","Pv16-733"
"13","Jul","2016","Commencement Bay","Pv16-734","Pv16-734"
"13","Jul","2016","Commencement Bay","Pv16-735","Pv16-735"
"13","Jul","2016","Commencement Bay","Pv16-736","Pv16-736"
"13","Jul","2016","Commencement Bay","Pv16-737","Pv16-737"
"13","Jul","2016","Commencement Bay","Pv16-738","Pv16-738"
"13","Jul","2016","Commencement Bay","Pv16-739","Pv16-739"
"13","Jul","2016","Commencement Bay","Pv16-740","Pv16-740"
"13","Jul","2016","Commencement Bay","Pv16-741","Pv16-741"
"13","Jul","2016","Commencement Bay","Pv16-742","Pv16-742"
"13","Jul","2016","Commencement Bay","Pv16-743","Pv16-743"
"13","Jul","2016","Commencement Bay","Pv16-744","Pv16-744"
"13","Jul","2016","Commencement Bay","Pv16-745","Pv16-745"
"13","Jul","2016","Commencement Bay","Pv16-746","Pv16-746"
"13","Jul","2016","Commencement Bay","Pv16-747","Pv16-747"
"13","Jul","2016","Commencement Bay","Pv16-748","Pv16-748"
"13","Jul","2016","Commencement Bay","Pv16-749","Pv16-749"
"13","Jul","2016","Commencement Bay","Pv16-750","Pv16-750"
"13","Jul","2016","Commencement Bay","Pv16-751","Pv16-751"
"13","Jul","2016","Commencement Bay","Pv16-752","Pv16-752"
"13","Jul","2016","Commencement Bay","Pv16-753","Pv16-753"
"13","Jul","2016","Commencement Bay","Pv16-754","Pv16-754"
"13","Jul","2016","Commencement Bay","Pv16-755","Pv16-755"
"13","Jul","2016","Commencement Bay","Pv16-756","Pv16-756"
"13","Jul","2016","Commencement Bay","Pv16-757","Pv16-757"
"13","Jul","2016","Commencement Bay","Pv16-758","Pv16-758"
"13","Jul","2016","Commencement Bay","Pv16-759","Pv16-759"
"13","Jul","2016","Commencement Bay","Pv16-760","Pv16-760"
"13","Jul","2016","Commencement Bay","Pv16-761","Pv16-761"
"13","Jul","2016","Commencement Bay","Pv16-762","Pv16-762"
"13","Jul","2016","Commencement Bay","Pv16-763","Pv16-763"
"13","Jul","2016","Commencement Bay","Pv16-764","Pv16-764"
"13","Jul","2016","Commencement Bay","Pv16-765","Pv16-765"
"13","Jul","2016","Commencement Bay","Pv16-766","Pv16-766"
"12","Aug","2016","Commencement Bay","Pv16-767","Pv16-767"
"12","Aug","2016","Commencement Bay","Pv16-768","Pv16-768"
"12","Aug","2016","Commencement Bay","Pv16-769","Pv16-769"
"12","Aug","2016","Commencement Bay","Pv16-770","Pv16-770"
"12","Aug","2016","Commencement Bay","Pv16-771","Pv16-771"
"12","Aug","2016","Commencement Bay","Pv16-772","Pv16-772"
"12","Aug","2016","Commencement Bay","Pv16-773","Pv16-773"
"12","Aug","2016","Commencement Bay","Pv16-774","Pv16-774"
"12","Aug","2016","Commencement Bay","Pv16-775","Pv16-775"
"12","Aug","2016","Commencement Bay","Pv16-776","Pv16-776"
"12","Aug","2016","Commencement Bay","Pv16-777","Pv16-777"
"12","Aug","2016","Commencement Bay","Pv16-778","Pv16-778"
"12","Aug","2016","Commencement Bay","Pv16-779","Pv16-779"
"12","Aug","2016","Commencement Bay","Pv16-780","Pv16-780"
"12","Aug","2016","Commencement Bay","Pv16-781","Pv16-781"
"12","Aug","2016","Commencement Bay","Pv16-782","Pv16-782"
"12","Aug","2016","Commencement Bay","Pv16-783","Pv16-783"
"12","Aug","2016","Commencement Bay","Pv16-784","Pv16-784"
"12","Aug","2016","Commencement Bay","Pv16-785","Pv16-785"
"12","Aug","2016","Commencement Bay","Pv16-786","Pv16-786"
"22","Aug","2016","Commencement Bay","Pv16-787","Pv16-787"
"22","Aug","2016","Commencement Bay","Pv16-788","Pv16-788"
"22","Aug","2016","Commencement Bay","Pv16-789","Pv16-789"
"22","Aug","2016","Commencement Bay","Pv16-790","Pv16-790"
"22","Aug","2016","Commencement Bay","Pv16-791","Pv16-791"
"22","Aug","2016","Commencement Bay","Pv16-792","Pv16-792"
"22","Aug","2016","Commencement Bay","Pv16-793","Pv16-793"
"22","Aug","2016","Commencement Bay","Pv16-794","Pv16-794"
"22","Aug","2016","Commencement Bay","Pv16-795","Pv16-795"
"22","Aug","2016","Commencement Bay","Pv16-796","Pv16-796"
"22","Aug","2016","Commencement Bay","Pv16-797","Pv16-797"
"22","Aug","2016","Commencement Bay","Pv16-798","Pv16-798"
"22","Aug","2016","Commencement Bay","Pv16-799","Pv16-799"
"22","Aug","2016","Commencement Bay","Pv16-800","Pv16-800"
"22","Aug","2016","Commencement Bay","Pv16-801","Pv16-801"
"22","Aug","2016","Commencement Bay","Pv16-802","Pv16-802"
"22","Aug","2016","Commencement Bay","Pv16-803","Pv16-803"
"22","Aug","2016","Commencement Bay","Pv16-804","Pv16-804"
"22","Aug","2016","Commencement Bay","Pv16-805","Pv16-805"
"22","Aug","2016","Commencement Bay","Pv16-806","Pv16-806"
"22","Aug","2016","Commencement Bay","Pv16-807","Pv16-807"
"22","Aug","2016","Commencement Bay","Pv16-808","Pv16-808"
"22","Aug","2016","Commencement Bay","Pv16-809","Pv16-809"
"22","Aug","2016","Commencement Bay","Pv16-810","Pv16-810"
"22","Aug","2016","Commencement Bay","Pv16-811","Pv16-811"
"22","Aug","2016","Commencement Bay","Pv16-812","Pv16-812"
"22","Aug","2016","Commencement Bay","Pv16-813","Pv16-813"
"22","Aug","2016","Commencement Bay","Pv16-814","Pv16-814"
"22","Aug","2016","Commencement Bay","Pv16-815","Pv16-815"
"22","Aug","2016","Commencement Bay","Pv16-816","Pv16-816"
"22","Aug","2016","Commencement Bay","Pv16-817","Pv16-817"
"22","Aug","2016","Commencement Bay","Pv16-818","Pv16-818"
"22","Aug","2016","Commencement Bay","Pv16-819","Pv16-819"
"22","Aug","2016","Woodard Bay","Pv16-820","Pv16-820"
"22","Aug","2016","Woodard Bay","Pv16-821","Pv16-821"
"22","Aug","2016","Woodard Bay","Pv16-822","Pv16-822"
"22","Aug","2016","Woodard Bay","Pv16-823","Pv16-823"
"22","Aug","2016","Woodard Bay","Pv16-824","Pv16-824"
"22","Aug","2016","Woodard Bay","Pv16-825","Pv16-825"
"22","Aug","2016","Woodard Bay","Pv16-826","Pv16-826"
"22","Aug","2016","Woodard Bay","Pv16-827","Pv16-827"
"22","Aug","2016","Woodard Bay","Pv16-828","Pv16-828"
"22","Aug","2016","Woodard Bay","Pv16-829","Pv16-829"
"22","Aug","2016","Woodard Bay","Pv16-830","Pv16-830"
"22","Aug","2016","Woodard Bay","Pv16-831","Pv16-831"
"22","Aug","2016","Woodard Bay","Pv16-832","Pv16-832"
"22","Aug","2016","Woodard Bay","Pv16-833","Pv16-833"
"12","Aug","2016","Woodard Bay","Pv16-834","Pv16-834"
"12","Aug","2016","Woodard Bay","Pv16-835","Pv16-835"
"12","Aug","2016","Woodard Bay","Pv16-836","Pv16-836"
"12","Aug","2016","Woodard Bay","Pv16-837","Pv16-837"
"12","Aug","2016","Woodard Bay","Pv16-838","Pv16-838"
"12","Aug","2016","Woodard Bay","Pv16-839","Pv16-839"
"12","Aug","2016","Woodard Bay","Pv16-840","Pv16-840"
"12","Aug","2016","Woodard Bay","Pv16-841","Pv16-841"
"12","Aug","2016","Woodard Bay","Pv16-842","Pv16-842"
"12","Aug","2016","Woodard Bay","Pv16-843","Pv16-843"
"12","Aug","2016","Woodard Bay","Pv16-844","Pv16-844"
"12","Aug","2016","Woodard Bay","Pv16-845","Pv16-845"
"12","Aug","2016","Woodard Bay","Pv16-846","Pv16-846"
"12","Aug","2016","Woodard Bay","Pv16-847","Pv16-847"
"12","Aug","2016","Woodard Bay","Pv16-848","Pv16-848"
"12","Aug","2016","Woodard Bay","Pv16-849","Pv16-849"
"12","Aug","2016","Woodard Bay","Pv16-850","Pv16-850"
"22","Aug","2016","Still Harbor","Pv16-851","Pv16-851"
"22","Aug","2016","Still Harbor","Pv16-852","Pv16-852"
"22","Aug","2016","Still Harbor","Pv16-853","Pv16-853"
"22","Aug","2016","Still Harbor","Pv16-854","Pv16-854"
"22","Aug","2016","Still Harbor","Pv16-855","Pv16-855"
"22","Aug","2016","Still Harbor","Pv16-856","Pv16-856"
"12","Aug","2016","Still Harbor","Pv16-857","Pv16-857"
"12","Aug","2016","Still Harbor","Pv16-858","Pv16-858"
"22","Aug","2016","Eagle Island","Pv16-859","Pv16-859"
"12","Aug","2016","Eagle Island","Pv16-860","Pv16-860"
"6","May","2016","Still Harbor","Pv16-861","Pv16-861"
"6","May","2016","Still Harbor","Pv16-862","Pv16-862"
"6","May","2016","Still Harbor","Pv16-863","Pv16-863"
